sample_id,source_image_path
000000000053,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000053.jpg
000000000054,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000054.jpg
000000000055,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000055.jpg
000000000056,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000056.jpg
000000000057,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000057.jpg
000000000058,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000058.jpg
000000000059,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000059.jpg
000000000060,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000060.jpg
000000000061,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000061.jpg
000000000062,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000062.jpg
000000000063,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000063.jpg
000000000064,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000064.jpg
000000000065,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000065.jpg
000000000066,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000066.jpg
000000000067,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000067.jpg
000000000068,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000068.jpg
000000000069,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000069.jpg
000000000070,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000070.jpg
000000000071,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000071.jpg
000000000072,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000072.jpg
000000000073,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000073.jpg
000000000074,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000074.jpg
000000000075,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000075.jpg
000000000076,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000076.jpg
000000000077,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000077.jpg
000000000078,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000078.jpg
000000000079,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000079.jpg
000000000080,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000080.jpg
000000000081,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000081.jpg
000000000082,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000082.jpg
000000000083,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000083.jpg
000000000084,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000084.jpg
000000000085,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000085.jpg
000000000086,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000086.jpg
000000000087,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000087.jpg
000000000088,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000088.jpg
000000000089,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000089.jpg
000000000090,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000090.jpg
000000000091,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000091.jpg
000000000092,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000092.jpg
000000000093,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000093.jpg
000000000094,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000094.jpg
000000000095,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000095.jpg
000000000096,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000096.jpg
000000000097,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000097.jpg
000000000098,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000098.jpg
000000000099,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000099.jpg
000000000100,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000100.jpg
000000000101,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000101.jpg
000000000102,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000102.jpg
000000000103,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000103.jpg
000000000104,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000104.jpg
000000000105,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000105.jpg
000000000106,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000106.jpg
000000000107,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000107.jpg
000000000108,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000108.jpg
000000000109,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000109.jpg
000000000110,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000110.jpg
000000000111,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000111.jpg
000000000112,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000112.jpg
000000000113,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000113.jpg
000000000114,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000114.jpg
000000000115,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000115.jpg
000000000116,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000116.jpg
000000000117,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000117.jpg
000000000118,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000118.jpg
000000000119,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000119.jpg
000000000120,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000120.jpg
000000000121,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000121.jpg
000000000122,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000122.jpg
000000000123,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000123.jpg
000000000124,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000124.jpg
000000000125,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000125.jpg
000000000126,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000126.jpg
000000000127,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000127.jpg
000000000128,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000128.jpg
000000000129,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000129.jpg
000000000130,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000130.jpg
000000000131,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000131.jpg
000000000132,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000132.jpg
000000000133,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000133.jpg
000000000134,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000134.jpg
000000000135,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000135.jpg
000000000136,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000136.jpg
000000000137,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000137.jpg
000000000138,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000138.jpg
000000000139,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/0_random_140/000000000139.jpg
111000000000,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/1_artificial/1_animal/111000000000.jpg
111000000001,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/1_artificial/1_animal/111000000001.jpg
111000000002,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/1_artificial/1_animal/111000000002.jpg
111000000003,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/1_artificial/1_animal/111000000003.jpg
111000000004,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/1_artificial/1_animal/111000000004.jpg
111000000005,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/1_artificial/1_animal/111000000005.jpg
111000000006,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/1_artificial/1_animal/111000000006.jpg
111000000007,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/1_artificial/1_animal/111000000007.jpg
111000000008,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/1_artificial/1_animal/111000000008.jpg
111000000009,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/1_artificial/1_animal/111000000009.jpg
112000000000,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/1_artificial/2_human/112000000000.jpg
112000000001,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/1_artificial/2_human/112000000001.jpg
112000000002,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/1_artificial/2_human/112000000002.jpg
112000000003,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/1_artificial/2_human/112000000003.jpg
112000000004,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/1_artificial/2_human/112000000004.jpg
112000000005,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/1_artificial/2_human/112000000005.jpg
112000000006,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/1_artificial/2_human/112000000006.jpg
112000000007,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/1_artificial/2_human/112000000007.jpg
112000000008,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/1_artificial/2_human/112000000008.jpg
112000000009,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/1_artificial/2_human/112000000009.jpg
113000000000,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/1_artificial/3_indoor/113000000000.jpg
113000000001,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/1_artificial/3_indoor/113000000001.jpg
113000000002,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/1_artificial/3_indoor/113000000002.jpg
113000000003,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/1_artificial/3_indoor/113000000003.jpg
113000000004,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/1_artificial/3_indoor/113000000004.jpg
113000000005,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/1_artificial/3_indoor/113000000005.jpg
113000000006,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/1_artificial/3_indoor/113000000006.jpg
113000000007,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/1_artificial/3_indoor/113000000007.jpg
113000000008,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/1_artificial/3_indoor/113000000008.jpg
113000000009,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/1_artificial/3_indoor/113000000009.jpg
114000000000,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/1_artificial/4_outdoor/114000000000.jpg
114000000001,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/1_artificial/4_outdoor/114000000001.jpg
114000000002,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/1_artificial/4_outdoor/114000000002.jpg
114000000003,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/1_artificial/4_outdoor/114000000003.jpg
114000000004,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/1_artificial/4_outdoor/114000000004.jpg
114000000005,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/1_artificial/4_outdoor/114000000005.jpg
114000000006,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/1_artificial/4_outdoor/114000000006.jpg
114000000007,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/1_artificial/4_outdoor/114000000007.jpg
114000000008,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/1_artificial/4_outdoor/114000000008.jpg
114000000009,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/1_artificial/4_outdoor/114000000009.jpg
121000000000,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/2_natural/1_animal/121000000000.jpg
121000000001,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/2_natural/1_animal/121000000001.jpg
121000000002,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/2_natural/1_animal/121000000002.jpg
121000000003,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/2_natural/1_animal/121000000003.jpg
121000000004,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/2_natural/1_animal/121000000004.jpg
121000000005,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/2_natural/1_animal/121000000005.jpg
121000000006,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/2_natural/1_animal/121000000006.jpg
121000000007,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/2_natural/1_animal/121000000007.jpg
121000000008,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/2_natural/1_animal/121000000008.jpg
121000000009,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/2_natural/1_animal/121000000009.jpg
122000000000,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/2_natural/2_human/122000000000.jpg
122000000001,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/2_natural/2_human/122000000001.jpg
122000000002,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/2_natural/2_human/122000000002.jpg
122000000003,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/2_natural/2_human/122000000003.jpg
122000000004,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/2_natural/2_human/122000000004.jpg
122000000005,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/2_natural/2_human/122000000005.jpg
122000000006,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/2_natural/2_human/122000000006.jpg
122000000007,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/2_natural/2_human/122000000007.jpg
122000000008,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/2_natural/2_human/122000000008.jpg
122000000009,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/2_natural/2_human/122000000009.jpg
123000000000,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/2_natural/3_indoor/123000000000.jpg
123000000001,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/2_natural/3_indoor/123000000001.jpg
123000000002,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/2_natural/3_indoor/123000000002.jpg
123000000003,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/2_natural/3_indoor/123000000003.jpg
123000000004,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/2_natural/3_indoor/123000000004.jpg
123000000005,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/2_natural/3_indoor/123000000005.jpg
123000000006,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/2_natural/3_indoor/123000000006.jpg
123000000007,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/2_natural/3_indoor/123000000007.jpg
123000000008,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/2_natural/3_indoor/123000000008.jpg
123000000009,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/2_natural/3_indoor/123000000009.jpg
124000000000,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/2_natural/4_outdoor/124000000000.jpg
124000000001,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/2_natural/4_outdoor/124000000001.jpg
124000000002,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/2_natural/4_outdoor/124000000002.jpg
124000000003,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/2_natural/4_outdoor/124000000003.jpg
124000000004,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/2_natural/4_outdoor/124000000004.jpg
124000000005,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/2_natural/4_outdoor/124000000005.jpg
124000000006,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/2_natural/4_outdoor/124000000006.jpg
124000000007,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/2_natural/4_outdoor/124000000007.jpg
124000000008,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/2_natural/4_outdoor/124000000008.jpg
124000000009,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/1_change_object_80/2_natural/4_outdoor/124000000009.jpg
211000000000,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/2_add_object_80/1_artificial/1_animal/211000000000.jpg
211000000001,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/2_add_object_80/1_artificial/1_animal/211000000001.jpg
211000000002,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/2_add_object_80/1_artificial/1_animal/211000000002.jpg
211000000003,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/2_add_object_80/1_artificial/1_animal/211000000003.jpg
211000000004,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/2_add_object_80/1_artificial/1_animal/211000000004.jpg
211000000005,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/2_add_object_80/1_artificial/1_animal/211000000005.jpg
211000000006,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/2_add_object_80/1_artificial/1_animal/211000000006.jpg
211000000007,/shared/ssd_30T/mirick/datasets/PIE-Bench_v1/annotation_images/2_add_object_80/1_artificial/1_animal/211000000007.jpg
